ensg.temp	genes.temp
ENSG00000126243.4	LRFN3
ENSG00000126247.6	CAPNS1
ENSG00000167645.12	YIF1B
ENSG00000262484.1	CTC-360G5.1
ENSG00000130755.8	GMFG
ENSG00000105193.4	RPS16
ENSG00000196235.9	SUPT5H
ENSG00000176396.9	EID2
ENSG00000090920.9	FCGBP
ENSG00000013275.3	PSMC4
ENSG00000123815.7	ADCK4
ENSG00000255974.2	CYP2A6
ENSG00000124444.11	ZNF576
ENSG00000186026.6	ZNF284
ENSG00000131115.11	ZNF227
ENSG00000159915.8	ZNF233
ENSG00000130208.5	APOC1
ENSG00000104859.10	CLASRP
ENSG00000125741.4	OPA3
ENSG00000125746.10	EML2
ENSG00000010310.4	GIPR
ENSG00000257704.2	PRR24
ENSG00000118156.8	ZNF541
ENSG00000105398.3	SULT2A1
ENSG00000142235.4	LMTK3
ENSG00000176909.7	MAMSTR
ENSG00000104826.7	LHB
ENSG00000104894.7	CD37
ENSG00000104888.5	SLC17A7
ENSG00000126456.11	IRF3
ENSG00000126457.16	PRMT1
ENSG00000235034.2	C19orf81
ENSG00000167749.7	KLK4
ENSG00000142549.9	IGLON5
ENSG00000256683.2	ZNF350
ENSG00000130844.12	ZNF331
ENSG00000204577.7	LILRB3
ENSG00000129991.8	TNNI3
ENSG00000129990.10	SYT5
ENSG00000133247.9	SUV420H2
ENSG00000233493.3	TMEM238
ENSG00000171443.6	ZNF524
ENSG00000167685.10	ZNF444
ENSG00000018869.12	ZNF582
ENSG00000178201.3	VN1R1
ENSG00000187642.5	C1orf170
ENSG00000187608.5	ISG15
ENSG00000205090.4	TMEM240
ENSG00000197530.8	MIB2
ENSG00000157933.9	SKI
ENSG00000142611.12	PRDM16
ENSG00000235169.3	SMIM1
ENSG00000169598.11	DFFB
ENSG00000171621.9	SPSB1
ENSG00000142657.16	PGD
ENSG00000204624.6	PTCHD2
ENSG00000171729.9	TMEM51
ENSG00000142615.7	CELA2A
ENSG00000187144.7	SPATA21
ENSG00000117118.5	SDHB
ENSG00000179051.9	RCC2
ENSG00000159423.12	ALDH4A1
ENSG00000162542.9	TMCO4
ENSG00000244038.5	DDOST
ENSG00000133216.12	EPHB2
ENSG00000117318.8	ID3
ENSG00000117643.10	MAN1C1
ENSG00000175087.5	PDIK1L
ENSG00000117676.9	RPS6KA1
ENSG00000131910.4	NR0B2
ENSG00000126705.9	AHDC1
ENSG00000084623.7	EIF3I
ENSG00000176261.11	ZBTB8OS
ENSG00000160097.11	FNDC5
ENSG00000004455.12	AK2
ENSG00000121904.13	CSMD2
ENSG00000116560.6	SFPQ
ENSG00000054116.7	TRAPPC3
ENSG00000163877.9	SNIP1
ENSG00000185090.10	MANEAL
ENSG00000116990.9	MYCL
ENSG00000186973.6	FAM183A
ENSG00000142949.12	PTPRF
ENSG00000196517.7	SLC6A9
ENSG00000126107.10	HECTD3
ENSG00000117472.5	TSPAN1
ENSG00000132128.12	LRRC41
ENSG00000159658.6	EFCAB14
ENSG00000186094.12	AGBL4
ENSG00000058804.10	NDC1
ENSG00000162390.13	ACOT11
ENSG00000143001.4	TMEM61
ENSG00000132849.14	INADL
ENSG00000162607.8	USP1
ENSG00000187140.4	FOXD3
ENSG00000116761.7	CTH
ENSG00000162620.11	LRRIQ3
ENSG00000117114.15	LPHN2
ENSG00000153904.14	DDAH1
ENSG00000142871.11	CYR61
ENSG00000097033.10	SH3GLB1
ENSG00000137936.12	BCAR3
ENSG00000162636.11	FAM102B
ENSG00000121957.8	GPSM2
ENSG00000031698.8	SARS
ENSG00000134248.9	LAMTOR5
ENSG00000177272.7	KCNA3
ENSG00000198799.7	LRIG2
ENSG00000134262.8	AP4B1
ENSG00000118655.4	DCLRE1B
ENSG00000118729.10	CASQ2
ENSG00000163399.11	ATP1A1
ENSG00000155761.9	SPAG17
ENSG00000203857.5	HSD3B1
ENSG00000168614.13	NBPF9
ENSG00000143127.8	ITGA10
ENSG00000131791.6	PRKAB2
ENSG00000183558.5	HIST2H2AA3
ENSG00000163113.10	OTUD7B
ENSG00000118292.4	C1orf54
ENSG00000143457.6	GOLPH3L
ENSG00000143387.8	CTSK
ENSG00000163141.14	BNIPL
ENSG00000213190.2	MLLT11
ENSG00000143373.13	ZNF687
ENSG00000159377.6	PSMB4
ENSG00000213171.2	LINGO4
ENSG00000225556.1	C2CD4D
ENSG00000163206.5	SMCP
ENSG00000163207.5	IVL
ENSG00000188643.6	S100A16
ENSG00000160679.8	CHTOP
ENSG00000173207.8	CKS1B
ENSG00000169241.13	SLC50A1
ENSG00000143630.5	HCN3
ENSG00000116604.13	MEF2D
ENSG00000132694.14	ARHGEF11
ENSG00000162706.8	CADM3
ENSG00000243284.1	VSIG8
ENSG00000132716.14	DCAF8
ENSG00000122218.10	COPA
ENSG00000117091.5	CD48
ENSG00000143258.11	USP21
ENSG00000188931.3	C1orf192
ENSG00000081721.7	DUSP12
ENSG00000174175.12	SELP
ENSG00000116132.7	PRRX1
ENSG00000180999.6	C1orf105
ENSG00000162753.10	SLC9C2
ENSG00000116183.6	PAPPA2
ENSG00000152092.11	ASTN1
ENSG00000057252.8	SOAT1
ENSG00000135824.8	RGS8
ENSG00000135838.9	NPL
ENSG00000198756.6	COLGALT2
ENSG00000198860.7	TSEN15
ENSG00000121486.7	TRMT1L
ENSG00000157181.10	C1orf27
ENSG00000116750.9	UCHL5
ENSG00000213047.7	DENND1B
ENSG00000232237.2	ASCL5
ENSG00000143851.11	PTPN7
ENSG00000058673.11	ZC3H11A
ENSG00000117222.9	RBBP5
ENSG00000186007.5	LEMD1
ENSG00000117266.11	CDK18
ENSG00000170385.9	SLC30A1
ENSG00000162772.12	ATF3
ENSG00000117724.8	CENPF
ENSG00000042781.8	USH2A
ENSG00000196482.12	ESRRG
ENSG00000162814.6	SPATA17
ENSG00000092969.7	TGFB2
ENSG00000116141.11	MARK1
ENSG00000177614.5	PGBD5
ENSG00000135773.8	CAPN9
ENSG00000135749.14	PCNXL2
ENSG00000168264.6	IRF2BP2
ENSG00000188739.10	RBM34
ENSG00000174371.12	EXO1
ENSG00000197769.5	MAP1LC3C
ENSG00000180287.12	PLD5
ENSG00000143702.11	CEP170
ENSG00000185420.14	SMYD3
ENSG00000196071.3	OR2L13
ENSG00000125875.9	TBC1D20
ENSG00000101200.5	AVP
ENSG00000088854.11	C20orf194
ENSG00000089199.5	CHGB
ENSG00000089195.10	TRMT6
ENSG00000101384.7	JAG1
ENSG00000232838.3	PET117
ENSG00000185052.7	SLC24A3
ENSG00000173404.3	INSM1
ENSG00000100987.10	VSX1
ENSG00000170191.4	NANP
ENSG00000101336.8	HCK
ENSG00000131069.15	ACSS2
ENSG00000061656.5	SPAG4
ENSG00000149639.10	SOGA1
ENSG00000197122.7	SRC
ENSG00000132821.7	VSTM2L
ENSG00000170471.10	RALGAPB
ENSG00000174306.17	ZHX3
ENSG00000168734.9	PKIG
ENSG00000101109.7	STK4
ENSG00000124134.4	KCNS1
ENSG00000132801.5	ZSWIM3
ENSG00000100982.7	PCIF1
ENSG00000124214.15	STAU1
ENSG00000197818.7	SLC9A8
ENSG00000054793.9	ATP9A
ENSG00000213714.1	FAM209B
ENSG00000087510.5	TFAP2C
ENSG00000124253.9	PCK1
ENSG00000092758.11	COL9A3
ENSG00000101194.13	SLC17A9
ENSG00000101204.11	CHRNA4
ENSG00000101210.6	EEF1A2
ENSG00000197114.7	ZGPAT
ENSG00000183260.5	ABHD16B
ENSG00000196700.3	ZNF512B
ENSG00000170262.8	MRAP
ENSG00000159256.8	MORC3
ENSG00000185658.9	BRWD1
ENSG00000205581.6	HMGN1
ENSG00000183067.5	IGSF5
ENSG00000160180.14	TFF3
ENSG00000183250.7	C21orf67
ENSG00000268856.1	AP001579.1
ENSG00000197381.11	ADARB1
ENSG00000015475.14	BID
ENSG00000070010.14	UFD1L
ENSG00000128191.9	DGCR8
ENSG00000099904.11	ZDHHC8
ENSG00000100034.9	PPM1F
ENSG00000128271.15	ADORA2A
ENSG00000138867.12	GUCD1
ENSG00000100031.14	GGT1
ENSG00000100249.4	C22orf31
ENSG00000186575.13	NF2
ENSG00000100325.10	ASCC2
ENSG00000133488.10	SEC14L4
ENSG00000241878.5	PISD
ENSG00000128284.15	APOL3
ENSG00000100350.10	FOXRED2
ENSG00000100097.7	LGALS1
ENSG00000100101.13	NOL12
ENSG00000100226.11	GTPBP1
ENSG00000128394.12	APOBEC3F
ENSG00000100403.10	ZC3H7B
ENSG00000159307.14	SCUBE1
ENSG00000075218.14	GTSE1
ENSG00000219438.4	FAM19A5
ENSG00000025770.14	NCAPH2
ENSG00000134326.7	CMPK2
ENSG00000171848.9	RRM2
ENSG00000169006.6	NTSR2
ENSG00000163029.11	SMC6
ENSG00000240857.1	RDH14
ENSG00000068697.6	LAPTM4A
ENSG00000115884.6	SDC1
ENSG00000143869.5	GDF7
ENSG00000184924.5	PTRHD1
ENSG00000157884.6	CIB4
ENSG00000171303.5	KCNK3
ENSG00000084693.11	AGBL5
ENSG00000119760.11	SUPT7L
ENSG00000171174.9	RBKS
ENSG00000163806.11	SPDYA
ENSG00000119812.14	FAM98A
ENSG00000217075.1	AC007401.2
ENSG00000011566.10	MAP4K3
ENSG00000152154.6	TMEM178A
ENSG00000183023.14	SLC8A1
ENSG00000205086.5	C2orf91
ENSG00000162878.8	PKDCC
ENSG00000138081.15	FBXO11
ENSG00000243244.1	STON1
ENSG00000177994.11	C2orf73
ENSG00000115355.11	CCDC88A
ENSG00000115380.14	EFEMP1
ENSG00000115946.3	PNO1
ENSG00000169605.5	GKN1
ENSG00000144040.8	SFXN5
ENSG00000114978.13	MOB1A
ENSG00000135637.9	CCDC142
ENSG00000135940.2	COX5B
ENSG00000273045.1	C2ORF15
ENSG00000071054.11	MAP4K4
ENSG00000115607.5	IL18RAP
ENSG00000115616.2	SLC9A2
ENSG00000071051.9	NCK2
ENSG00000153094.17	BCL2L11
ENSG00000136682.10	CBWD2
ENSG00000144120.8	TMEM177
ENSG00000115109.9	EPB41L5
ENSG00000136718.5	IMP4
ENSG00000152128.13	TMEM163
ENSG00000115839.13	RAB3GAP1
ENSG00000121964.10	GTDC1
ENSG00000135999.7	EPC2
ENSG00000162980.12	ARL5A
ENSG00000157827.15	FMNL2
ENSG00000162989.3	KCNJ3
ENSG00000163331.6	DAPL1
ENSG00000136536.10	MARCH7
ENSG00000136560.9	TANK
ENSG00000115233.7	PSMD14
ENSG00000197635.5	DPP4
ENSG00000115267.5	IFIH1
ENSG00000115271.6	GCA
ENSG00000082438.11	COBLL1
ENSG00000136531.9	SCN2A
ENSG00000073737.12	DHRS9
ENSG00000213160.5	KLHL23
ENSG00000115844.6	DLX2
ENSG00000144306.9	SCRN3
ENSG00000018510.8	AGPS
ENSG00000155657.19	TTN
ENSG00000163510.9	CWC22
ENSG00000115232.9	ITGA4
ENSG00000138379.4	MSTN
ENSG00000173559.8	NABP1
ENSG00000144395.13	CCDC150
ENSG00000155755.14	TMEM237
ENSG00000114948.8	ADAM23
ENSG00000144401.10	METTL21A
ENSG00000163251.3	FZD5
ENSG00000115425.9	PECR
ENSG00000115457.5	IGFBP2
ENSG00000163464.7	CXCR1
ENSG00000163082.9	SGPP2
ENSG00000123983.9	ACSL3
ENSG00000152049.5	KCNE4
ENSG00000171951.4	SCG2
ENSG00000085449.10	WDFY1
ENSG00000135900.3	MRPL44
ENSG00000036257.8	CUL3
ENSG00000135930.9	EIF4E2
ENSG00000132323.4	ILKAP
ENSG00000172428.6	MYEOV2
ENSG00000172482.4	AGXT
ENSG00000162804.9	SNED1
ENSG00000071282.7	LMCD1
ENSG00000180914.6	OXTR
ENSG00000134070.4	IRAK2
ENSG00000157150.4	TIMP4
ENSG00000154743.13	TSEN2
ENSG00000154781.11	CCDC174
ENSG00000154814.9	OXNAD1
ENSG00000077092.14	RARB
ENSG00000163513.13	TGFBR2
ENSG00000163527.5	STT3B
ENSG00000091317.7	CMTM6
ENSG00000173705.4	SUSD5
ENSG00000144681.6	STAC
ENSG00000178567.5	EPM2AIP1
ENSG00000144674.12	GOLGA4
ENSG00000144659.6	SLC25A38
ENSG00000168036.12	CTNNB1
ENSG00000185219.11	ZNF445
ENSG00000169964.5	TMEM42
ENSG00000163810.7	TGM4
ENSG00000075914.8	EXOSC7
ENSG00000178038.12	ALS2CL
ENSG00000181585.3	TMIE
ENSG00000164061.4	BSN
ENSG00000168237.13	GLYCTK
ENSG00000164091.7	WDR82
ENSG00000010319.2	SEMA3G
ENSG00000016864.12	GLT8D1
ENSG00000183662.6	FAM19A1
ENSG00000114861.14	FOXP1
ENSG00000163605.10	PPP4R2
ENSG00000036054.8	TBC1D23
ENSG00000170017.8	ALCAM
ENSG00000114446.4	IFT57
ENSG00000145087.8	STXBP5L
ENSG00000114030.8	KPNA1
ENSG00000138496.12	PARP9
ENSG00000138463.8	DIRC2
ENSG00000065534.14	MYLK
ENSG00000181789.10	COPG1
ENSG00000196353.7	CPNE4
ENSG00000014257.11	ACPP
ENSG00000144868.9	TMEM108
ENSG00000091527.11	CDV3
ENSG00000168917.8	SLC35G2
ENSG00000175093.4	SPSB4
ENSG00000069849.6	ATP1B3
ENSG00000175066.11	GK5
ENSG00000144891.13	AGTR1
ENSG00000169908.6	TM4SF1
ENSG00000214237.5	FAM188B2
ENSG00000163646.6	CLRN1
ENSG00000144893.8	MED12L
ENSG00000174944.4	P2RY14
ENSG00000169860.4	P2RY1
ENSG00000163655.11	GMPS
ENSG00000174899.6	C3orf55
ENSG00000079257.3	LXN
ENSG00000113810.11	SMC4
ENSG00000163590.9	PPM1L
ENSG00000172667.6	ZMAT3
ENSG00000178772.6	CPN2
ENSG00000133657.10	ATP13A3
ENSG00000163958.9	ZDHHC19
ENSG00000161217.7	PCYT1A
ENSG00000186001.8	LRCH3
ENSG00000197701.7	ZNF595
ENSG00000159674.7	SPON2
ENSG00000123933.10	MXD4
ENSG00000087269.11	NOP14
ENSG00000175920.11	DOK7
ENSG00000163956.6	LRPAP1
ENSG00000163145.8	C1QTNF7
ENSG00000118564.10	FBXL5
ENSG00000185774.10	KCNIP4
ENSG00000168228.10	ZCCHC4
ENSG00000109814.7	UGDH
ENSG00000163694.10	RBM47
ENSG00000075539.9	FRYL
ENSG00000109189.8	USP46
ENSG00000184178.11	SCFD2
ENSG00000145216.11	FIP1L1
ENSG00000084093.11	REST
ENSG00000145242.9	EPHA5
ENSG00000109163.6	GNRHR
ENSG00000181617.5	FDCSP
ENSG00000118816.5	CCNI
ENSG00000138756.13	BMP2K
ENSG00000180346.2	TIGD2
ENSG00000182168.10	UNC5C
ENSG00000145358.2	DDIT4L
ENSG00000155011.4	DKK2
ENSG00000138802.7	SEC24B
ENSG00000180245.4	RRH
ENSG00000145362.12	ANK2
ENSG00000145349.12	CAMK2D
ENSG00000145384.3	FABP2
ENSG00000138738.6	PRDM5
ENSG00000164070.7	HSPA4L
ENSG00000109381.15	ELF2
ENSG00000120519.10	SLC10A7
ENSG00000171566.7	PLRG1
ENSG00000171564.7	FGB
ENSG00000171560.10	FGA
ENSG00000171557.12	FGG
ENSG00000061918.8	GUCY1B3
ENSG00000171509.11	RXFP1
ENSG00000164106.3	SCRG1
ENSG00000150630.2	VEGFC
ENSG00000151726.9	ACSL1
ENSG00000083857.9	FAT1
ENSG00000164151.7	KIAA0947
ENSG00000145545.7	SRD5A1
ENSG00000078295.11	ADCY2
ENSG00000215217.2	C5orf49
ENSG00000124279.7	FASTKD3
ENSG00000154162.9	CDH12
ENSG00000113389.11	NPR3
ENSG00000151388.6	ADAMTS12
ENSG00000182631.5	RXFP3
ENSG00000168671.5	UGT3A2
ENSG00000145604.11	SKP2
ENSG00000164188.4	RANBP3L
ENSG00000145592.9	RPL37
ENSG00000177721.3	ANXA2R
ENSG00000213949.4	ITGA1
ENSG00000067248.5	DHX29
ENSG00000095015.5	MAP3K1
ENSG00000035499.8	DEPDC1B
ENSG00000164181.9	ELOVL7
ENSG00000086189.5	DIMT1
ENSG00000069020.14	MAST4
ENSG00000164347.13	GFM2
ENSG00000164220.6	F2RL2
ENSG00000164176.8	EDIL3
ENSG00000145715.10	RASA1
ENSG00000181751.5	C5orf30
ENSG00000198961.5	PJA2
ENSG00000153037.8	SRP19
ENSG00000164221.8	CCDC112
ENSG00000145779.7	TNFAIP8
ENSG00000205302.2	SNX2
ENSG00000151292.13	CSNK1G3
ENSG00000164244.16	PRRC1
ENSG00000198108.3	CHSY3
ENSG00000197208.5	SLC22A4
ENSG00000043143.16	PHF15
ENSG00000120708.12	TGFBI
ENSG00000120306.5	CYSTM1
ENSG00000170458.9	CD14
ENSG00000239389.3	PCDHA13
ENSG00000113209.6	PCDHB5
ENSG00000132915.6	PDE6A
ENSG00000132912.8	DCTN4
ENSG00000170624.9	SGCD
ENSG00000164330.12	EBF1
ENSG00000170234.8	PWWP2A
ENSG00000113328.14	CCNG1
ENSG00000182132.8	KCNIP1
ENSG00000051596.5	THOC3
ENSG00000131188.7	PRR7
ENSG00000145916.14	RMND5B
ENSG00000197451.6	HNRNPAB
ENSG00000146090.11	RASGEF1C
ENSG00000112679.10	DUSP22
ENSG00000137273.3	FOXF2
ENSG00000137274.8	BPHL
ENSG00000137267.5	TUBB2A
ENSG00000180822.7	PSMG4
ENSG00000244476.2	ERVFRD-1
ENSG00000112137.12	PHACTR1
ENSG00000124788.13	ATXN1
ENSG00000124568.6	SLC17A1
ENSG00000124564.13	SLC17A3
ENSG00000197846.3	HIST1H2BF
ENSG00000187990.4	HIST1H2BG
ENSG00000112812.11	PRSS16
ENSG00000233822.3	HIST1H2BN
ENSG00000196331.5	HIST1H2BO
ENSG00000204618.4	RNF39
ENSG00000196230.8	TUBB
ENSG00000204344.10	STK19
ENSG00000168477.13	TNXB
ENSG00000204315.3	FKBPL
ENSG00000204308.6	RNF5
ENSG00000204304.7	PBX2
ENSG00000137288.5	UQCC2
ENSG00000157343.4	ARMC12
ENSG00000010030.9	ETV7
ENSG00000198663.12	C6orf89
ENSG00000137409.14	MTCH1
ENSG00000156639.7	ZFAND3
ENSG00000164627.13	KIF6
ENSG00000124615.13	MOCS1
ENSG00000124596.12	OARD1
ENSG00000188112.4	C6orf132
ENSG00000124659.5	TBCC
ENSG00000112640.10	PPP2R5D
ENSG00000137207.7	YIPF3
ENSG00000112715.16	VEGFA
ENSG00000157593.12	SLC35B2
ENSG00000146232.10	NFKBIE
ENSG00000182793.6	GSTA5
ENSG00000012660.9	ELOVL5
ENSG00000151914.13	DST
ENSG00000112232.8	KHDRBS2
ENSG00000112305.10	SMAP1
ENSG00000135312.4	HTR1B
ENSG00000269964.2	MEI4
ENSG00000065833.7	ME1
ENSG00000146250.5	PRSS35
ENSG00000112182.10	BACH2
ENSG00000112237.8	CCNC
ENSG00000112297.10	AIM1
ENSG00000112333.7	NR2E1
ENSG00000080546.9	SESN1
ENSG00000074935.9	TUBE1
ENSG00000111875.7	ASF1A
ENSG00000135549.10	PKIB
ENSG00000111912.14	NCOA7
ENSG00000112306.7	RPS12
ENSG00000028839.5	TBPL1
ENSG00000135540.7	NHSL1
ENSG00000024862.12	CCDC28A
ENSG00000164442.8	CITED2
ENSG00000152818.14	UTRN
ENSG00000164506.10	STXBP5
ENSG00000029639.6	TFB1M
ENSG00000146433.8	TMEM181
ENSG00000213066.7	FGFR1OP
ENSG00000164488.7	DACT2
ENSG00000112592.8	TBP
ENSG00000239857.2	GET4
ENSG00000073067.9	CYP2W1
ENSG00000164855.11	TMEM184A
ENSG00000198286.5	CARD11
ENSG00000155026.12	RSPH10B
ENSG00000136238.13	RAC1
ENSG00000215018.5	COL28A1
ENSG00000005108.11	THSD7A
ENSG00000146530.7	VWDE
ENSG00000136267.9	DGKB
ENSG00000106524.4	ANKMY2
ENSG00000136261.10	BZW2
ENSG00000106541.7	AGR2
ENSG00000105855.5	ITGB8
ENSG00000106128.14	GHRHR
ENSG00000122557.5	HERPUD2
ENSG00000241127.3	YAE1D1
ENSG00000183696.9	UPP1
ENSG00000185290.3	NUPR1L
ENSG00000183166.6	CALN1
ENSG00000071462.7	WBSCR22
ENSG00000049540.12	ELN
ENSG00000106665.11	CLIP2
ENSG00000188175.5	HEPACAM2
ENSG00000105825.7	TFPI2
ENSG00000164692.13	COL1A2
ENSG00000005421.4	PON1
ENSG00000269449.1	AC002451.1
ENSG00000127922.5	SHFM1
ENSG00000160870.8	CYP3A7
ENSG00000146834.9	MEPCE
ENSG00000166925.4	TSC22D4
ENSG00000106336.8	FBXO24
ENSG00000170667.10	RASA4B
ENSG00000005483.15	KMT2E
ENSG00000135249.3	RINT1
ENSG00000105835.7	NAMPT
ENSG00000105865.6	DUS4L
ENSG00000164597.9	COG5
ENSG00000091140.8	DLD
ENSG00000091129.15	NRCAM
ENSG00000105971.10	CAV2
ENSG00000004866.14	ST7
ENSG00000106302.5	HYAL4
ENSG00000048405.5	ZNF800
ENSG00000128594.3	LRRC4
ENSG00000158525.11	CPA5
ENSG00000128585.13	MKLN1
ENSG00000157703.11	SVOPL
ENSG00000146858.7	ZC3HAV1L
ENSG00000133606.6	MKRN1
ENSG00000159784.13	FAM131B
ENSG00000196453.7	ZNF777
ENSG00000133561.11	GIMAP6
ENSG00000055118.10	KCNH2
ENSG00000164897.8	TMUB1
ENSG00000033100.10	CHPF2
ENSG00000105993.10	DNAJB6
ENSG00000106018.9	VIPR2
ENSG00000104728.11	ARHGEF10
ENSG00000164822.4	DEFA6
ENSG00000136574.13	GATA4
ENSG00000145002.8	FAM86B2
ENSG00000155975.5	VPS37A
ENSG00000156006.4	NAT2
ENSG00000120896.9	SORBS3
ENSG00000120913.19	PDLIM2
ENSG00000147457.9	CHMP7
ENSG00000104679.6	R3HCC1
ENSG00000104756.11	KCTD9
ENSG00000104687.8	GSR
ENSG00000172733.10	PURG
ENSG00000147465.7	STAR
ENSG00000175324.5	LSM1
ENSG00000085788.9	DDHD2
ENSG00000147536.7	GINS4
ENSG00000083168.5	KAT6A
ENSG00000120925.9	RNF170
ENSG00000187735.8	TCEA1
ENSG00000164736.5	SOX17
ENSG00000254087.3	LYN
ENSG00000035681.3	NSMAF
ENSG00000253598.1	SLC10A5
ENSG00000184672.7	RALYL
ENSG00000180694.9	TMEM64
ENSG00000253250.2	RP11-122A3.2
ENSG00000155099.3	TMEM55A
ENSG00000212998.1	RBM12B-AS1
ENSG00000169439.7	SDC2
ENSG00000147669.6	POLR2K
ENSG00000174429.3	ABRA
ENSG00000155792.5	DEPTOR
ENSG00000156804.3	FBXO32
ENSG00000129295.4	LRRC6
ENSG00000155926.9	SLA
ENSG00000104419.10	NDRG1
ENSG00000022567.5	SLC45A4
ENSG00000126233.1	SLURP1
ENSG00000167656.4	LY6D
ENSG00000179142.2	CYP11B2
ENSG00000160932.6	LY6E
ENSG00000176956.8	LY6H
ENSG00000179886.4	TIGD5
ENSG00000180900.12	SCRIB
ENSG00000160957.8	RECQL4
ENSG00000147852.11	VLDLR
ENSG00000107249.17	GLIS3
ENSG00000120158.7	RCL1
ENSG00000176399.3	DMRTA1
ENSG00000120156.16	TEK
ENSG00000137100.11	DCTN3
ENSG00000137070.13	IL11RA
ENSG00000107140.11	TESK1
ENSG00000107159.8	CA9
ENSG00000137142.4	IGFBPL1
ENSG00000227921.1	AL353791.1
ENSG00000181778.4	TMEM252
ENSG00000135048.9	TMEM2
ENSG00000135045.6	C9orf40
ENSG00000187210.8	GCNT1
ENSG00000148019.8	CEP78
ENSG00000196781.9	TLE1
ENSG00000187764.7	SEMA4D
ENSG00000127080.5	IPPK
ENSG00000130957.4	FBP2
ENSG00000136842.9	TMOD1
ENSG00000165138.12	ANKS6
ENSG00000119514.5	GALNT12
ENSG00000165152.4	TMEM246
ENSG00000165029.11	ABCA1
ENSG00000260230.2	FRRS1L
ENSG00000165181.12	C9orf84
ENSG00000165185.10	KIAA1958
ENSG00000230185.4	C9orf147
ENSG00000136867.6	SLC31A2
ENSG00000106948.12	AKNA
ENSG00000157693.10	C9orf91
ENSG00000136861.13	CDK5RAP2
ENSG00000095261.9	PSMD5
ENSG00000185681.8	MORN5
ENSG00000056586.11	RC3H2
ENSG00000136840.14	ST6GALNAC4
ENSG00000268211.1	AL359091.2
ENSG00000167112.7	TRUB2
ENSG00000167114.8	SLC27A4
ENSG00000119333.7	WDR34
ENSG00000160446.14	ZDHHC12
ENSG00000167130.13	DOLPP1
ENSG00000196979.1	AL360004.1
ENSG00000107130.6	NCS1
ENSG00000148357.12	HMCN2
ENSG00000130711.3	PRDM12
ENSG00000130720.8	FIBCD1
ENSG00000160271.10	RALGDS
ENSG00000171102.10	OBP2B
ENSG00000160326.9	SLC2A6
ENSG00000187922.9	LCN10
ENSG00000184925.7	LCN12
ENSG00000107281.5	NPDC1
ENSG00000197191.3	C9orf169
ENSG00000198113.2	TOR4A
ENSG00000165724.5	ZMYND19
ENSG00000181090.13	EHMT1
ENSG00000173848.14	NET1
ENSG00000107485.11	GATA3
ENSG00000151468.9	CCDC3
ENSG00000065809.9	FAM107B
ENSG00000187522.9	HSPA14
ENSG00000120594.12	PLXDC2
ENSG00000150867.9	PIP4K2A
ENSG00000148450.8	MSRB2
ENSG00000165312.5	OTUD1
ENSG00000185875.8	THNSL1
ENSG00000095777.10	MYO3A
ENSG00000165757.8	KIAA1462
ENSG00000183621.11	ZNF438
ENSG00000165322.13	ARHGAP12
ENSG00000095794.15	CREM
ENSG00000165733.7	BMS1
ENSG00000204179.6	PTPN20A
ENSG00000107623.4	GDF10
ENSG00000183675.10	PTPN20B
ENSG00000243251.4	PGBD3
ENSG00000204152.6	TIMM23B
ENSG00000151151.5	IPMK
ENSG00000148541.8	FAM13C
ENSG00000060339.9	CCAR1
ENSG00000075073.10	TACR2
ENSG00000171224.7	C10orf35
ENSG00000148730.6	EIF4EBP2
ENSG00000107736.15	CDH23
ENSG00000166295.4	ANAPC16
ENSG00000122882.6	ECD
ENSG00000138279.11	ANXA7
ENSG00000214655.6	ZSWIM8
ENSG00000185009.8	AP3M1
ENSG00000156110.9	ADK
ENSG00000156671.8	SAMD8
ENSG00000108175.12	ZMIZ1
ENSG00000188100.8	FAM25A
ENSG00000152779.12	SLC16A12
ENSG00000148677.6	ANKRD1
ENSG00000119938.8	PPP1R3C
ENSG00000152804.6	HHEX
ENSG00000138185.12	ENTPD1
ENSG00000077147.10	TM9SF3
ENSG00000155254.8	MARVELD1
ENSG00000269783.1	GOLGA7B
ENSG00000172987.8	HPSE2
ENSG00000119946.9	CNNM1
ENSG00000120053.9	GOT1
ENSG00000023839.6	ABCC2
ENSG00000107566.9	ERLIN1
ENSG00000107593.15	PKD2L1
ENSG00000095539.11	SEMA4G
ENSG00000107821.10	KAZALD1
ENSG00000107829.9	FBXW4
ENSG00000148840.6	PPRC1
ENSG00000166197.12	NOLC1
ENSG00000107862.4	GBF1
ENSG00000059915.12	PSD
ENSG00000120055.5	C10orf95
ENSG00000065613.9	SLK
ENSG00000065618.12	COL17A1
ENSG00000065621.10	GSTO2
ENSG00000148841.11	ITPRIP
ENSG00000120051.10	CCDC147
ENSG00000108039.13	XPNPEP1
ENSG00000108061.7	SHOC2
ENSG00000148737.11	TCF7L2
ENSG00000187164.13	KIAA1598
ENSG00000119979.11	FAM45A
ENSG00000066468.16	FGFR2
ENSG00000179988.9	PSTK
ENSG00000154478.3	GPR26
ENSG00000019995.6	ZRANB1
ENSG00000171772.11	SYCE1
ENSG00000185885.11	IFITM1
ENSG00000177542.6	SLC25A22
ENSG00000177666.11	PNPLA2
ENSG00000177830.13	CHID1
ENSG00000149043.12	SYT8
ENSG00000130598.11	TNNI2
ENSG00000258659.2	TRIM34
ENSG00000258588.2	TRIM6-TRIM34
ENSG00000132286.7	TIMM10B
ENSG00000179532.8	DNHD1
